llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,content_len,condition,target_section_id,selected_section_id,target_position,n_sections,selected_target_correct,epu_pred,epu_correct,joint_correct,confidence,focus_excerpt,excerpt_in_target,json_valid
anthropic/claude-sonnet-4-6@default,Current_1373,0,0,MIHB,2006,7085,easy,S2,S2,2,3,1,0.0,1.0,1,0.97,Trying to figure out which disappeared with more finality last week The university of Miami men's basketball team's NCAA Tournament hopes? Or Pokey Reese?,0,1
anthropic/claude-sonnet-4-6@default,Current_1373,0,0,MIHB,2006,7085,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,NFL owners meeting in Dallas today will vote to ratify or reject a new labor agreement with the players.,1,1
anthropic/claude-sonnet-4-6@default,Current_1373,0,0,MIHB,2006,7085,hard,S4,S4,5,4,1,0.0,1.0,1,0.92,NFL owners meeting in Dallas today will vote to ratify or reject a new labor agreement with the players.,1,1
anthropic/claude-sonnet-4-6@default,Current_1373,0,0,MIHB,2006,7085,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.95,"NFL owners meeting in Dallas today will vote to ratify or reject a new labor agreement with the players. Warning: Persons who have read the preceding paragraph concerning revenue sharing, Paul Tagliabue and a rtomful of lawyers are advised to not ope",1,1
anthropic/claude-sonnet-4-6@default,Current_319,1,1,MIHB,1990,5383,easy,S2,S2,2,3,1,0.0,0.0,0,0.92,A severe recession will have an impact on the cruise industry because vacations are luxury items and in a recession they can be curtailed,1,1
anthropic/claude-sonnet-4-6@default,Current_319,1,1,MIHB,1990,5383,medium,S3,S3,3,5,1,0.0,0.0,0,0.92,some people familiar with the industry say the impact of a recession would be impossible to avoid... discounting is endemic in the cruise industry,0,1
anthropic/claude-sonnet-4-6@default,Current_319,1,1,MIHB,1990,5383,hard,S5,S5,5,6,1,0.0,0.0,0,0.95,some people familiar with the industry say the impact of a recession would be impossible to avoid. 'A severe recession will have an impact on the cruise industry because vacations are luxury items and in a recession they can be curtailed',0,1
anthropic/claude-sonnet-4-6@default,Current_319,1,1,MIHB,1990,5383,very_hard,S8,S8,8,8,1,0.0,0.0,0,0.95,A severe recession will have an impact on the cruise industry because vacations are luxury items and in a recession they can be curtailed,1,1
anthropic/claude-sonnet-4-6@default,Current_861,1,0,SFC,2003,15056,easy,S2,S2,2,3,1,0.0,0.0,0,0.95,"Home of the San Francisco Chronicle Subscribe to the weekend Chronicle Jim Doyle, Chronicle Staff Writer Sunday, June 1, 2003",1,1
anthropic/claude-sonnet-4-6@default,Current_861,1,0,SFC,2003,15056,medium,S3,S3,3,5,1,1.0,1.0,1,0.82,"State and local regulators felt powerless, even though the Hopland Band of Pomo Indians had vowed to use minimal lighting to preserve the valley's charm.",1,1
anthropic/claude-sonnet-4-6@default,Current_861,1,0,SFC,2003,15056,hard,S5,S5,5,6,1,0.0,0.0,0,0.85,the Hopland Band of Pomo Indians had vowed to use minimal lighting to preserve the valley's charm,1,1
anthropic/claude-sonnet-4-6@default,Current_861,1,0,SFC,2003,15056,very_hard,S8,S8,8,8,1,0.0,0.0,0,0.72,The searchlight flap is just one of many signs of a ltoming backlash against California's latest gold rush: Indian gaming.,1,1
anthropic/claude-sonnet-4-6@default,Current_826,0,1,MIHB,2000,3271,easy,S2,S2,2,3,1,0.0,1.0,1,0.92,"Big Blue gave financial markets the blues Wednesday, when a horribly disappointing earnings report for IBM, combined with a serious inflation scare, knocked stocks cold at the opening bell.",1,1
anthropic/claude-sonnet-4-6@default,Current_826,0,1,MIHB,2000,3271,medium,S3,S3,3,5,1,0.0,1.0,1,0.97,"considered a psychological level whose breach suggests investors are reducing their expectations, perhaps portending further declines, analysts say",1,1
anthropic/claude-sonnet-4-6@default,Current_826,0,1,MIHB,2000,3271,hard,S5,S5,5,6,1,0.0,1.0,1,0.9,"Should investors buy the stock now? No, said Toni Sacconaghi, who tracks IBM for Sanford C. Bernstein investment firm. There is too much uncertainty.",0,1
anthropic/claude-sonnet-4-6@default,Current_826,0,1,MIHB,2000,3271,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.95,"The company, which in earlier generations was considered an unassailable technology leader, was downgraded by a slew of analysts, who upbraided the company with uncharacteristically tough talk.",1,1
anthropic/claude-sonnet-4-6@default,Current_836,0,0,MIHB,2003,4294,easy,S2,S2,2,3,1,0.0,1.0,1,0.85,the flag remains a troublesome issue for national presidential candidates who stump in the state,1,1
anthropic/claude-sonnet-4-6@default,Current_836,0,0,MIHB,2003,4294,medium,S3,S3,3,5,1,0.0,1.0,1,0.92,"The Confederate flag is still an issue in the South, and it has the potential of becoming a significant political issue if African-American voters decide to make it a litmus test.",0,1
anthropic/claude-sonnet-4-6@default,Current_836,0,0,MIHB,2003,4294,hard,S5,S5,5,6,1,0.0,1.0,1,0.85,prompting the NAACP to launch an economic and tourism boycott of the state that will host the South's first primary,1,1
anthropic/claude-sonnet-4-6@default,Current_836,0,0,MIHB,2003,4294,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.9,prompting the NAACP to launch an economic and tourism boycott of the state that will host the South's first primary,1,1
anthropic/claude-sonnet-4-6@default,Current_1795,0,0,SFC,2008,7887,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,"Thanks to a new is.S. policy, Nid Paw hopes to become one of 18,000 Burmese refugees allowed to settle in the isnited States in 2008.",1,1
anthropic/claude-sonnet-4-6@default,Current_1795,0,0,SFC,2008,7887,medium,S3,S3,3,5,1,0.0,1.0,1,0.85,"Thanks to a new U.S. policy, Nid Paw hopes to become one of 18,000 Burmese refugees allowed to settle in the United States in 2008.",0,1
anthropic/claude-sonnet-4-6@default,Current_1795,0,0,SFC,2008,7887,hard,S5,S5,5,6,1,1.0,0.0,0,0.72,"Thanks to a new U.S. policy, Nid Paw hopes to become one of 18,000 Burmese refugees allowed to settle in the United States in 2008. Before the change in law, the Patriot Act had barred refugee status for those who had provided 'material support' to o",0,1
anthropic/claude-sonnet-4-6@default,Current_1795,0,0,SFC,2008,7887,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.88,"Thanks to a new is.S. policy, Nid Paw hopes to become one of 18,000 Burmese refugees allowed to settle in the isnited States in 2008. Before the change in law, the Patriot Act had barred refugee status",1,1
anthropic/claude-sonnet-4-6@default,Current_1932,0,0,DMNB,2001,3314,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,"Investors refrained from making any big commitments Wednesday on Wall Street, leaving stocks little changed as the market tried to discern a trend in earnings and the economy.",0,1
anthropic/claude-sonnet-4-6@default,Current_1932,0,0,DMNB,2001,3314,medium,S3,S3,3,5,1,0.0,1.0,1,0.92,"Investors refrained from making any big commitments Wednesday on Wall Street, leaving stocks little changed as the market tried to discern a trend in earnings and the economy... the broader Standard & Ptor's 500 index ended up 3.90 at 1,364.30.",0,1
anthropic/claude-sonnet-4-6@default,Current_1932,0,0,DMNB,2001,3314,hard,S5,S5,5,6,1,0.0,1.0,1,0.95,"Wall Street's overall mood seems optimistic, but there's some uncertainty about whether bad earnings news has been factored completely into the cheaper prices of many stocks.",0,1
anthropic/claude-sonnet-4-6@default,Current_1932,0,0,DMNB,2001,3314,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.95,the market is weighing things...the market is digesting [earnings] well,0,1
anthropic/claude-sonnet-4-6@default,Current_657,1,1,NYT,1990,1073,easy,S2,S2,2,3,1,0.0,0.0,0,0.72,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister.",1,1
anthropic/claude-sonnet-4-6@default,Current_657,1,1,NYT,1990,1073,medium,S3,S3,3,5,1,0.0,0.0,0,0.82,He said on Friday that he would face a confidence test in the lower house of Parliament before Nov. 20 to prove his support.,1,1
anthropic/claude-sonnet-4-6@default,Current_657,1,1,NYT,1990,1073,hard,S5,S5,5,6,1,0.0,0.0,0,0.72,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister.",1,1
anthropic/claude-sonnet-4-6@default,Current_657,1,1,NYT,1990,1073,very_hard,S8,S8,8,8,1,0.0,0.0,0,0.85,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister.",1,1
anthropic/claude-sonnet-4-6@default,Current_1233,0,0,MIHB,2002,3774,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,What had promised to be a season of expansion has turned out to be one of sheer survival for Maximum Dance Company.,1,1
anthropic/claude-sonnet-4-6@default,Current_1233,0,0,MIHB,2002,3774,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,the company repeats this weekend in Broward County,1,1
anthropic/claude-sonnet-4-6@default,Current_1233,0,0,MIHB,2002,3774,hard,S5,S5,5,6,1,0.0,1.0,1,0.95,"The economic downturn, which has hurt many local and national arts organizations, hit newly ambitious groups such as Maximum especially hard.",1,1
anthropic/claude-sonnet-4-6@default,Current_1233,0,0,MIHB,2002,3774,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.97,"a temporary layoff of dancers and staff and generous support from patrons has helped the company reduce a $244,000 deficit",1,1
anthropic/claude-sonnet-4-6@default,Current_427,1,1,NYT,1988,1014,easy,S2,S2,2,3,1,1.0,1.0,1,0.82,there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions,1,1
anthropic/claude-sonnet-4-6@default,Current_427,1,1,NYT,1988,1014,medium,S3,S3,3,5,1,1.0,1.0,1,0.92,there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions,1,1
anthropic/claude-sonnet-4-6@default,Current_427,1,1,NYT,1988,1014,hard,S5,S5,5,6,1,1.0,1.0,1,0.92,critics of the draft said it would give China veto power over laws passed by the Hong Kong legislative body. They also said the draft could effectively outlaw some forms of political dissent... there is tremendous uncertainty among Hong Kong resident,0,1
anthropic/claude-sonnet-4-6@default,Current_427,1,1,NYT,1988,1014,very_hard,S8,S8,8,8,1,1.0,1.0,1,0.92,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
anthropic/claude-sonnet-4-6@default,Current_1157,0,1,MIHB,2009,5390,easy,S2,S2,2,3,1,1.0,0.0,0,0.95,"Our immigration system has been broken for too long, and the costs of that failure are growing. Getting immigration policy right is fundamental to our national interests -- our economic vitality, our diplomacy and our national security.",0,1
anthropic/claude-sonnet-4-6@default,Current_1157,0,1,MIHB,2009,5390,medium,S3,S3,3,5,1,1.0,0.0,0,0.82,"President Barack Obama has made it clear that reform is one of his top priorities, and that is an encouraging, welcome signal.",1,1
anthropic/claude-sonnet-4-6@default,Current_1157,0,1,MIHB,2009,5390,hard,S5,S5,5,6,1,1.0,0.0,0,0.9,"Getting immigration policy right is fundamental to our national interests -- our economic vitality, our diplomacy and our national security... Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an ",0,1
anthropic/claude-sonnet-4-6@default,Current_1157,0,1,MIHB,2009,5390,very_hard,S8,S8,8,8,1,1.0,0.0,0,0.85,"Getting immigration policy right is fundamental to our national interests -- our economic vitality, our diplomacy and our national security.",1,1
